has_smartphone,bill_payment_timely,digital_payments_freq,late_payments_count,income_level,employment_stability,spending_stability,loan_repaid
1,0,4,1,2,2,15600.153393476618,0
1,1,4,0,3,1,3902.705971502337,0
1,0,6,1,3,1,1952.892359211502,0
1,1,6,0,5,4,0.0,0
1,1,6,0,5,4,1909.4535780339531,1
1,1,5,0,5,3,33659.9832006296,1
1,0,0,1,4,4,0.0,0
1,0,5,6,1,3,1379.0144306714126,0
1,1,4,0,5,4,1224.324412346118,1
1,1,6,0,1,4,3493.496701014615,1
1,1,4,0,3,1,16356.850756385431,1
1,0,5,1,5,3,168.2384220880197,1
1,0,3,4,1,4,509.9087826922249,0
1,1,4,0,2,1,7325.997479297045,0
1,1,6,0,5,3,10136.331012748153,1
1,0,0,1,1,1,0.0,1
1,0,5,1,5,3,7588.908371212994,1
1,1,6,0,3,2,66913.57747323532,1
1,0,5,5,3,2,17656.975226993625,1
1,0,5,3,1,3,8455.978510300665,1
1,0,5,1,2,2,1702.7737078073528,1
1,1,0,0,4,3,1720.7665443051826,1
1,1,6,0,2,3,11289.820665832856,1
1,1,6,0,5,4,64854.9876244431,1
1,1,5,0,5,3,2606.6009028362337,1
1,1,5,0,5,2,1368.265142434024,1
1,1,1,0,5,3,7225.7077162033065,0
1,1,6,0,4,2,10919.139815022061,1
1,1,6,0,5,2,4724.327634701048,1
1,0,3,1,2,3,1078.3806378083762,1
1,1,5,0,3,3,3228.78700133657,1
1,0,6,1,3,3,0.0,0
1,1,5,0,5,3,39040.38230046764,0
1,1,5,0,5,3,1439.3671873431047,1
1,1,1,0,3,2,19557.832129354214,1
1,0,6,1,3,2,60720.012453061965,1
1,0,6,2,1,3,1483.6689657737,1
1,1,6,0,3,3,4254.807512293201,0
1,1,5,0,4,2,7719.474146598329,1
1,1,6,0,2,3,5783.102788872654,1
1,0,6,1,3,2,25972.915680890866,0
1,0,1,3,1,1,7420.2135189404535,0
1,1,3,0,4,2,4665.650894212582,1
1,1,6,0,1,1,4092.852033321834,1
1,1,6,0,5,4,11459.418096046587,1
1,1,6,0,2,5,22922.782219878984,1
1,1,6,0,3,3,11235.236457977495,1
1,1,6,0,2,2,1143.4692387642092,1
1,0,5,3,3,2,22148.11353065237,1
1,0,5,2,1,2,807.707723540308,1
1,1,6,0,2,1,476.95677651823615,1
1,1,4,0,4,3,15580.847033029582,1
1,1,6,0,1,3,5566.503381836752,1
1,1,6,0,1,1,9209.656772468052,1
1,1,6,0,2,2,895.4229540650981,1
1,1,6,0,3,2,18807.267780479615,1
1,0,3,6,2,3,2351.3321118038602,0
1,0,6,6,2,3,1685.0864666241907,0
1,1,6,0,5,2,3876.765851411027,1
1,1,1,0,1,3,11543.260239926443,1
1,1,6,0,5,2,8412.610787779657,1
1,1,6,0,5,3,6143.200588184197,1
1,1,4,0,3,3,1071.384089235353,1
1,1,6,0,3,3,57484.54315379048,1
1,0,2,1,1,1,14219.550822722917,0
1,0,5,3,5,3,4787.815719789836,1
1,1,6,0,2,1,8661.71202476739,1
1,1,6,0,5,4,4768.448500298604,1
0,0,4,6,4,4,4280.377681934154,1
1,1,6,0,1,1,1088.9582942733236,1
1,1,6,0,1,2,11246.492958547862,1
1,0,5,6,2,4,1969.2542158560095,0
1,0,3,3,2,3,41062.01427597044,0
1,1,2,0,3,3,2845.0600286578606,0
1,0,5,6,4,2,4004.4734318842306,0
1,1,6,0,4,3,15652.933718635622,1
1,1,3,0,4,1,38534.26376962024,1
1,0,4,4,3,2,6766.116345437757,0
1,1,2,0,3,3,1716.5819234746707,1
1,0,5,3,3,2,40283.295932681576,1
1,0,4,3,1,3,1997.1559194681488,0
1,1,2,0,2,3,10516.685366597214,1
1,1,6,0,3,2,40918.30509034638,1
1,1,6,0,1,3,346.21462514842824,1
1,1,3,0,5,3,863.5163962928941,1
1,1,3,0,3,2,4639.424033936397,0
1,0,5,2,2,3,2938.650892274662,0
1,1,3,0,5,4,1163.0667077458054,1
1,1,6,0,5,3,9698.271834026238,1
1,1,6,0,1,2,9054.669213542076,1
1,0,5,5,3,4,1896.8111837150968,0
1,0,3,1,5,2,542.2822143496871,1
1,0,5,1,1,2,1588.9935703666854,0
1,0,6,2,1,3,3175.112260482559,1
1,1,6,0,5,3,9425.89067763183,1
1,1,5,0,5,2,1988.7540488121367,0
1,1,6,0,5,5,54028.081602070604,1
1,1,6,0,4,5,11516.91011368356,1
1,0,3,1,1,1,4352.559798555329,0
1,1,3,0,3,2,6093.568511143532,0
1,0,6,3,4,2,6129.262231296683,1
1,0,1,1,3,1,6888.200200342612,0
1,1,6,0,3,4,10953.246781966829,1
1,0,6,1,4,4,58823.14844571537,1
1,1,6,0,4,3,36557.43426810293,1
1,1,6,0,3,4,1301.5378211946052,1
1,1,6,0,5,3,110255.34049907365,1
1,1,6,0,1,1,953.0802169807115,1
1,1,6,0,5,3,42196.43304553913,0
1,1,6,0,2,4,8644.09233330294,1
1,0,5,4,2,1,9867.205656449381,1
1,1,4,0,5,2,11962.486564255778,1
1,1,6,0,4,2,15343.28026748735,1
1,0,4,3,2,3,1153.766989762953,0
1,0,4,1,1,1,8290.436283252327,1
1,1,6,0,4,3,8388.50312431644,1
1,1,6,0,5,3,12256.406576426334,1
1,1,6,0,5,2,13767.014282939735,1
1,1,6,0,5,3,30992.92158380684,1
1,1,6,0,1,1,1616.1452183101203,0
1,1,6,0,5,2,36636.23095607225,1
1,0,4,3,2,3,12181.955338395666,0
1,1,6,0,2,1,1920.522914902779,0
1,1,6,0,1,1,5187.656310898014,1
1,0,1,3,1,1,7062.626076750772,0
1,0,5,3,1,4,6195.415189207795,0
1,1,6,0,2,3,15648.554791630653,1
1,1,6,0,1,4,1383.4097609409391,1
1,0,5,3,4,3,34705.36544349687,0
1,1,5,0,3,3,801.040989379861,1
1,1,6,0,5,3,36777.48459270517,1
1,1,6,0,1,1,956.0453964116977,0
1,1,6,0,1,1,511.73368725018156,1
1,0,6,2,4,2,3590.235131575647,1
1,1,6,0,4,3,5787.666737698938,1
1,1,6,0,5,3,8293.658750314402,1
1,1,2,0,4,2,541.0694656572912,1
1,1,6,0,1,3,4047.5999514115356,1
1,1,6,0,3,2,12923.867264354996,1
1,1,6,0,1,4,35127.03437904582,1
1,1,6,0,5,4,9392.386840769852,1
1,1,2,0,3,2,901.4455982845924,0
1,0,6,1,5,3,12311.320667039205,1
1,1,6,0,5,2,5819.053107393562,1
1,1,6,0,5,3,29229.013036137,1
1,1,6,0,4,3,2393.9367089935076,1
1,0,6,2,2,2,1603.1940618652504,1
1,1,6,0,5,4,34655.11019604468,1
1,1,5,0,5,5,57237.57139997003,1
1,1,6,0,4,3,10686.42826049315,0
1,0,5,1,1,3,4331.281319271085,1
1,1,6,0,1,2,2692.8001534957375,1
1,1,5,0,3,3,3505.7095382627845,1
1,1,6,0,4,5,15935.02137327298,0
1,1,6,0,5,1,78059.42536298868,1
1,1,5,0,2,5,5720.962917201963,0
1,1,6,0,4,4,10133.770887483099,1
1,1,2,0,2,4,8455.850907310669,1
1,0,3,4,1,4,4993.333452380951,1
1,1,6,0,1,2,12287.007425189693,1
1,1,6,0,1,3,17098.944514209055,0
1,1,4,0,5,5,2324.1402424696034,0
1,1,3,0,3,3,3251.4181777597705,0
1,1,6,0,5,3,8730.069409804255,1
1,0,5,2,1,1,8072.802605043678,0
1,1,6,0,3,2,20083.99819508058,1
1,0,4,4,4,3,4365.579029941695,1
1,1,6,0,3,2,18700.96344844297,1
1,0,0,1,5,2,0.0,1
1,0,2,4,1,2,352.6667926905887,1
1,0,5,1,1,4,3813.9702367305736,0
1,1,2,0,4,5,3968.433897647786,1
1,0,5,1,3,3,13171.428730399752,1
0,1,6,0,1,3,7247.789667661905,1
1,0,5,6,1,2,3269.786945148975,1
1,1,6,0,5,4,41291.976710574985,1
1,0,3,1,2,1,227.8525839221491,0
1,0,4,1,1,2,1332.1618144955214,1
1,1,6,0,3,4,10989.72108229625,1
1,1,6,0,4,3,33071.45830117968,1
1,1,2,0,1,5,10148.608109818148,0
1,0,3,6,1,1,396.814020249621,1
1,1,6,0,1,2,2772.9417171420437,1
1,1,6,0,5,4,11975.472594710685,1
1,1,6,0,2,5,3082.0333980453015,0
1,1,6,0,1,3,11657.83051286416,0
1,1,6,0,3,5,2499.884690674085,1
1,1,6,0,2,1,273.2725135586575,1
1,1,6,0,5,3,61922.59630027367,1
1,1,6,0,3,1,17061.90470902941,1
1,1,1,0,2,4,551.5432893255071,1
1,1,5,0,1,2,1201.3503652140785,0
1,1,0,0,3,2,0.0,1
1,0,4,4,3,3,1339.9953233749238,1
1,1,5,0,5,2,10608.169908141554,1
1,1,6,0,5,3,9454.835618172676,1
1,1,6,0,3,5,17013.951545716827,1
1,0,0,1,1,1,0.0,1
1,0,6,6,2,3,1417.954924060235,0
1,1,6,0,5,2,12499.424569421852,1
1,0,5,3,5,2,6482.653759585396,1
1,1,6,0,3,3,36863.005878522716,1
1,0,6,1,1,1,14265.798549911837,1
1,0,6,3,5,3,24570.043093165303,1
1,0,5,2,3,2,16023.274481203896,1
1,1,6,0,4,2,2581.5949333696794,1
1,1,6,0,5,3,5280.280690140124,1
1,1,6,0,5,4,27718.448518991823,1
1,1,5,0,1,1,3403.6515930198652,1
1,0,5,1,2,3,2815.1428205332672,0
1,0,5,3,3,4,3441.3131650577807,1
1,0,5,2,3,2,12872.97551850387,1
1,1,2,0,1,1,8591.521628908351,1
1,0,4,3,1,2,2650.457998158054,0
1,0,6,1,5,2,2234.5756644159537,1
1,0,4,2,1,1,8092.9639976134,1
1,1,6,0,5,4,2625.2173751266137,1
1,1,5,0,5,3,965.0667161738959,1
1,1,5,0,4,3,1912.4021979350125,0
1,1,6,0,1,1,3552.880113372811,1
1,0,6,2,2,4,32677.015640966973,1
1,1,6,0,3,2,12641.937393717257,1
1,0,4,2,1,2,8059.306512763159,0
1,0,5,1,5,3,3922.644180481664,1
1,1,5,0,4,4,7439.79275024961,0
1,0,2,1,3,3,22968.064785697552,1
1,1,4,0,4,3,3212.945362124915,1
1,1,6,0,2,1,3875.9272653994253,1
1,1,4,0,3,3,2321.3140818654133,1
1,1,6,0,3,5,29838.808725662402,1
1,0,4,2,1,3,6212.034449357151,0
1,1,3,0,4,2,84803.44028025435,1
1,1,5,0,4,2,101.65382432550189,1
1,1,6,0,2,1,12666.462733007455,1
1,1,2,0,2,2,1208.8676795525087,0
1,1,6,0,5,4,56568.35413344343,1
1,0,3,6,1,4,926.3058710094991,0
1,1,6,0,4,4,2543.2962601055087,1
1,1,6,0,2,4,3858.5278367100927,1
1,1,6,0,1,2,531.7358053269186,1
1,1,6,0,3,3,14034.532947934771,1
1,1,6,0,5,3,52794.2054828621,1
1,0,4,2,4,3,3695.483933127027,0
1,1,6,0,2,2,8375.324423567126,0
1,1,6,0,4,3,23161.73159042015,1
1,1,6,0,2,1,22918.43548543399,0
1,1,6,0,5,2,3367.0123056898183,1
1,0,5,4,1,3,1261.5699742780819,0
1,0,0,1,3,3,0.0,1
1,1,6,0,2,3,5252.13257321887,1
1,0,6,1,1,3,610.8562569595786,1
1,1,6,0,5,5,10426.886227441057,1
1,0,5,1,2,2,15128.841286320201,1
1,1,5,0,4,4,580.310864968079,0
1,1,6,0,1,1,9916.924415697977,1
1,1,2,0,2,4,6060.647965908156,1
1,1,6,0,5,3,6909.450969505465,1
1,0,5,2,5,1,8536.866349350134,0
1,1,6,0,3,5,27590.632552855084,1
1,1,6,0,4,3,673.0240461281206,1
1,0,0,1,5,2,0.0,0
1,0,2,1,4,3,574.264979488273,1
1,1,6,0,1,1,3178.0872496938573,0
1,1,6,0,5,3,4514.844833066433,1
1,0,0,1,5,3,0.0,0
1,0,4,1,4,5,8078.6197253408745,0
1,1,4,0,1,2,14963.735277886557,1
1,1,5,0,5,4,44356.7693082653,1
1,0,5,6,2,5,1510.5095387539486,0
1,1,5,0,2,2,11644.377744931957,1
1,0,6,1,1,4,1730.635220566907,1
1,1,6,0,5,3,7121.259598320136,1
1,1,6,0,4,3,11337.225047015107,1
1,1,3,0,2,1,3978.3982916076498,0
1,1,5,0,2,5,799.49752970225,1
1,1,6,0,1,1,16717.078835729644,1
1,1,0,0,5,5,880.9998108210164,1
1,0,2,5,1,3,1514.3930027131885,0
1,1,1,0,3,2,1791.0428991698295,0
1,0,6,3,2,1,12463.019323850329,0
1,1,4,0,3,2,1736.178523846746,1
1,1,6,0,4,2,36437.80086348059,1
1,1,6,0,5,3,28854.84000995327,1
1,1,6,0,1,4,683.8113043815523,1
1,0,5,1,3,3,6742.341719808234,1
1,1,5,0,3,2,3913.6378856506385,1
1,1,6,0,5,3,9622.818833377256,1
1,1,6,0,2,5,4571.153410245603,1
0,0,3,2,1,3,4927.972754253686,1
1,0,5,1,5,2,3019.060080002825,1
1,1,6,0,3,3,17495.43606391869,1
1,1,6,0,1,1,1426.4639731401091,1
1,0,3,3,5,3,461.192982022349,1
1,1,1,0,2,4,614.4136771481138,1
1,1,6,0,2,3,13519.966056416955,1
1,1,6,0,5,3,11040.060235342922,1
1,1,6,0,1,3,1933.528277527898,1
1,1,6,0,5,3,7614.894599839625,1
1,1,6,0,5,3,99180.01922850522,1
1,1,6,0,3,5,46056.273807882746,1
1,1,6,0,3,1,11714.478501694673,1
1,1,6,0,5,2,10960.310245000672,1
1,0,5,6,1,1,1760.7640860338634,0
1,1,6,0,4,4,17635.317458630187,1
1,0,3,5,1,1,807.8523173616986,1
1,1,3,0,4,3,2258.855521423773,1
1,0,4,4,4,3,30876.073442068377,1
1,1,6,0,4,3,4265.180074354032,1
1,1,6,0,1,4,4830.450248165279,1
1,1,5,0,2,5,2044.9637079094257,1
1,1,2,0,3,2,14969.170246432055,1
1,1,4,0,5,2,6125.04321617407,1
1,1,5,0,1,3,31449.637801835914,0
1,1,6,0,1,5,16197.55519103629,1
1,1,6,0,5,3,74230.10800319952,1
1,1,4,0,3,3,22058.178851996527,1
1,1,6,0,4,3,0.0,0
1,1,5,0,4,3,1276.8028299885095,0
1,0,2,1,1,3,904.6948104195137,0
1,1,6,0,4,4,9957.17465281526,1
1,1,6,0,4,2,4578.141955713766,1
1,1,6,0,4,2,15602.62246760674,0
1,0,4,5,1,1,3375.8637265150383,0
1,1,1,0,3,3,44218.60654709357,1
1,1,6,0,1,3,14676.169723966355,1
1,1,5,0,1,4,4689.237454000384,1
1,1,5,0,3,1,223.97023611780799,1
1,1,4,0,3,3,4942.050724817246,1
1,1,6,0,4,2,19217.291887776486,0
1,1,5,0,4,2,1201.449069526739,1
1,1,6,0,4,3,20034.04674797381,1
1,1,5,0,1,4,2182.0302472697304,1
1,1,6,0,5,2,19782.342767394024,1
1,0,3,1,5,4,2701.381899448256,1
1,0,4,2,1,1,1037.2736700922599,1
1,0,6,6,2,2,1518.7761739857085,1
1,1,0,0,1,4,251.4809469257396,1
1,1,6,0,2,3,1109.8449291079664,1
1,0,4,1,1,5,13267.778487749936,1
1,1,0,0,4,4,0.0,1
0,1,6,0,4,2,32345.79365182847,1
1,0,5,2,5,2,17805.48145281859,0
1,1,0,0,3,3,631.560105347596,1
1,1,6,0,2,4,17724.58676152047,1
1,0,5,1,2,1,6076.311238462582,0
1,1,6,0,3,2,20752.8107750894,1
1,1,6,0,2,2,2751.7227088983122,1
1,0,5,4,2,3,2407.71673998417,0
1,1,6,0,5,3,416.4203004977863,1
1,1,6,0,3,3,23726.178423139845,1
1,1,6,0,3,2,27260.38519170263,1
1,0,5,2,1,5,639.3404935295955,0
1,1,1,0,4,3,334.7635981803677,1
1,1,3,0,1,1,11648.332935088465,0
1,0,5,1,1,3,1058.469224871465,1
1,0,5,3,2,4,22745.38455745839,1
1,1,0,0,4,4,0.0,1
1,1,6,0,4,3,5946.815161636241,1
1,0,4,1,4,3,1522.7261627313908,1
1,1,5,0,1,3,3838.4982870909294,1
1,1,6,0,5,3,17035.968013783855,1
1,0,4,2,1,3,471.62937426189507,0
1,1,6,0,1,2,4092.246803407634,1
1,1,6,0,3,4,29683.54116341243,1
1,0,5,1,1,4,27429.472569968722,1
1,1,5,0,2,2,2042.8257553366284,1
1,1,2,0,1,1,9931.160032946806,1
1,0,4,4,1,1,1574.3906334409726,0
1,0,4,6,1,1,782.4587955072565,0
1,0,5,4,2,4,696.5705755102397,0
1,1,2,0,2,1,1022.2895219391944,1
1,1,6,0,3,2,32576.757516159687,0
1,0,4,1,1,3,1396.4431483833011,1
0,1,4,0,2,1,22125.67210655231,1
1,0,1,1,3,2,224.53655975512467,0
1,1,6,0,1,3,5118.384032094505,1
1,1,6,0,1,3,18942.808014301012,1
1,1,6,0,5,3,20323.028058502176,1
1,0,0,6,1,2,0.0,0
1,1,6,0,3,2,933.078060328645,1
1,0,5,2,5,4,1270.1034078635748,1
1,0,4,2,1,4,1272.1714900122547,1
1,1,6,0,3,4,13138.814930071383,1
1,1,6,0,5,3,5493.454675035252,1
1,0,0,1,5,2,0.0,1
1,0,0,1,2,2,0.0,1
1,1,6,0,3,1,7079.441006652055,1
1,1,6,0,3,2,29930.630330816624,1
1,0,5,1,1,2,3447.060453004366,1
1,0,5,1,5,5,1777.0858636167995,0
1,1,6,0,3,4,9338.02990821226,1
1,1,6,0,2,1,4032.583043162286,1
1,0,5,1,2,3,1765.352854247558,1
1,1,6,0,3,1,13761.61141242793,1
1,0,5,2,1,4,880.877744071219,0
1,1,6,0,3,3,1322.8641275656394,1
1,1,5,0,4,4,7745.277565501876,1
1,1,6,0,5,4,2980.569168240634,1
1,0,5,6,3,3,2418.460750146671,0
1,1,6,0,5,3,47176.264075980696,1
1,1,4,0,1,2,554.3725883074186,1
1,0,3,1,2,5,551.2168357370808,1
1,1,6,0,3,3,61.237243569579455,1
0,1,3,0,1,3,20827.01348729577,1
1,1,0,0,5,3,0.0,0
1,1,6,0,3,4,2346.0345052875928,1
1,1,5,0,3,1,30152.396672017083,1
1,1,3,0,1,4,619.6742423779342,1
1,1,5,0,1,1,4008.3208163352733,1
1,0,2,1,1,4,946.0423704394358,1
1,0,4,2,1,1,2226.4152353054,0
1,1,6,0,4,3,9525.068181733224,1
1,1,6,0,5,3,13181.008556505327,1
1,0,2,2,3,3,228.24197685789528,0
1,1,4,0,1,5,19632.87313410852,1
1,0,5,2,2,3,1555.3737064341376,1
1,1,6,0,4,4,50511.96207797383,1
1,0,3,3,1,4,12804.05327490739,0
1,1,6,0,1,2,15159.53448823545,1
1,1,0,0,4,3,2028.9940036053995,1
1,0,5,1,4,1,4531.976584964519,1
1,0,5,1,2,2,3816.411390298483,1
1,0,3,1,1,1,3798.161366591297,1
1,0,5,1,2,1,9295.721438740873,1
1,1,6,0,4,2,15372.813935646265,1
1,0,1,2,1,3,6573.334661088439,0
1,1,6,0,3,2,10800.928375221578,1
1,1,6,0,4,5,40453.33037175885,1
1,1,6,0,1,5,15662.11510194797,1
1,1,6,0,4,3,0.0,1
1,1,3,0,5,2,3934.1376564629763,1
1,0,3,6,1,3,3261.9594366985416,1
1,1,6,0,3,3,4980.622879386339,1
1,1,6,0,5,3,7032.003292092517,1
1,1,6,0,2,3,2286.9472228278464,1
1,0,5,6,2,1,2686.3399946147297,0
1,1,4,0,2,2,16454.757772956327,1
1,1,6,0,5,2,61.237243569579455,1
1,0,5,1,4,4,10146.786171000156,1
1,1,6,0,4,2,11814.36365474953,1
1,1,6,0,1,4,3102.914930620346,1
1,0,5,1,4,5,13109.069538554852,1
1,1,6,0,2,4,7891.901080643793,1
1,0,1,1,5,3,171.9162586842792,1
1,0,6,2,3,2,25317.781029676884,1
1,0,3,6,1,3,1317.1468660201363,0
1,0,3,6,1,3,1831.9176473484463,0
1,1,5,0,1,5,7749.784358290236,1
1,1,6,0,4,2,8343.119410628138,1
1,0,2,1,1,1,9423.936659733376,0
1,0,6,1,5,2,1206.1733982585865,0
1,1,6,0,2,1,1521.7159612314865,1
1,0,5,1,1,4,1107.0937930756663,0
1,1,6,0,5,4,34548.09406609864,1
1,1,4,0,5,3,1717.1048502251303,1
1,0,3,1,3,2,2596.996341930423,1
1,0,0,6,3,4,0.0,1
1,1,6,0,5,2,15471.812181081654,1
1,1,5,0,5,3,14590.402662937944,1
1,1,5,0,3,3,374.8955410066472,0
1,1,6,0,1,4,30682.985913477634,1
1,0,5,6,2,2,1704.455768468829,1
1,0,3,1,5,3,6199.534003993095,1
1,1,6,0,2,1,9694.521353149245,1
1,1,2,0,1,4,11541.848101582345,1
1,0,6,1,4,3,19391.82609933027,1
1,1,6,0,5,3,20979.81783206581,1
1,1,6,0,3,1,10957.39454432485,1
1,1,6,0,5,2,70906.83591140325,1
1,0,6,3,5,3,3061.3593494829493,0
1,1,6,0,1,3,3269.824684393135,1
1,1,6,0,2,1,823.202769674641,1
1,1,6,0,4,3,5727.876409863141,1
1,1,6,0,2,4,8593.273332477367,1
1,1,0,0,4,4,0.0,1
1,1,6,0,5,4,7947.412023210239,1
1,0,0,5,3,2,81.24140980230874,1
1,1,3,0,5,3,1054.7244979930383,0
1,1,6,0,4,3,66742.06893931293,1
1,0,3,6,1,1,1428.8712561552447,0
1,1,5,0,1,1,5901.763081204351,1
1,0,3,6,1,3,1765.6674658609984,0
1,1,6,0,2,3,18681.00529147187,1
1,1,0,0,1,2,0.0,1
1,0,6,6,3,2,3273.7598364367946,0
1,1,2,0,4,3,5095.480837631191,1
1,1,3,0,1,1,293.5813345565416,1
1,1,6,0,2,3,469.5853490048428,1
1,1,5,0,1,2,1684.0743154623551,1
1,1,4,0,4,3,360.6935911083903,1
1,0,5,2,1,2,2402.034609797841,1
1,0,5,5,2,4,1935.3169938453664,0
1,1,6,0,3,4,30072.98143516868,0
1,1,1,0,5,2,712.0276445944122,1
1,1,6,0,3,1,20796.75174316092,1
1,1,5,0,3,5,1417.4397224103275,1
1,1,6,0,1,5,15481.621380419645,1
1,1,4,0,1,1,13966.260856077406,1
1,0,6,2,5,2,261.8365902619418,1
1,0,4,4,1,1,1428.951002192401,1
1,0,5,3,4,2,2510.3556255372796,1
1,1,6,0,5,2,21866.999391777554,1
1,1,3,0,5,3,1279.575828155565,1
1,0,5,2,1,3,2086.7532117302867,0
1,1,3,0,5,3,72249.6534247743,1
1,1,5,0,3,3,38620.279686541195,1
1,1,6,0,2,2,1834.2898353313742,0
1,1,5,0,5,3,9324.941022154868,1
0,1,6,0,4,4,16806.928071482904,1
1,1,0,0,1,3,5164.340874367867,1
1,1,4,0,4,4,2030.6955130365227,1
1,1,6,0,3,2,0.0,0
1,1,6,0,3,3,2205.345997041432,1
1,1,6,0,5,4,1523.1922290593088,1
1,1,6,0,5,2,9393.282741761086,1
1,0,4,4,1,1,2268.28585059291,1
1,0,6,5,3,1,3335.82532016691,0
1,0,6,1,1,1,2704.0589798794454,0
1,1,6,0,3,4,2721.692096227394,1
1,1,2,0,5,3,1322.4411392068332,1
1,0,5,1,2,3,2580.081813948284,1
1,1,6,0,3,2,20581.496781494458,1
1,1,6,0,1,4,17925.1212408731,1
1,1,6,0,5,3,1632.2950407325263,1
1,0,5,1,1,2,2126.219806761913,1
1,1,6,0,1,3,11066.985221820802,1
1,1,6,0,2,4,11186.286862344745,1
1,1,6,0,3,2,11582.337495802247,1
1,1,6,0,1,1,3778.5237020120258,1
1,1,4,0,1,2,7824.207472112857,1
1,1,6,0,2,3,28182.21832113292,1
1,1,6,0,3,5,3472.396386743119,1
1,1,6,0,2,4,20275.969172890356,1
1,0,5,1,2,3,9411.758618876707,1
1,0,5,2,1,5,1252.9329990067306,1
1,1,6,0,3,2,5136.315167510655,1
1,1,6,0,4,3,5026.665312776122,1
1,1,6,0,2,1,4439.745161605562,1
1,1,6,0,2,2,2912.1687451107637,1
1,1,1,0,5,3,193.50968967987106,1
1,0,5,4,3,3,2390.2992002397245,1
1,1,6,0,2,4,24813.20466740777,1
1,1,6,0,3,2,3930.610321565851,1
1,1,5,0,3,2,6297.148828371985,1
1,1,6,0,4,4,2622.6730956538727,0
1,1,6,0,5,2,60338.89111675818,1
1,0,2,6,5,3,38624.192747119865,1
1,1,4,0,2,2,5275.000056872038,0
1,1,6,0,4,4,24548.364173606355,1
1,0,3,6,1,4,1224.339440950371,0
1,1,4,0,5,3,3716.558968544246,1
1,0,6,1,5,4,2173.0987705731804,1
1,1,5,0,3,4,7850.296259802343,1
1,0,4,3,1,5,1131.6700343592504,0
1,1,6,0,3,3,24908.966656607816,1
1,0,5,2,2,3,1531.0149574710235,0
1,1,6,0,5,2,5844.038378267777,1
1,0,1,3,3,3,402.79026800557136,1
1,1,6,0,2,4,2857.827123299565,1
1,1,6,0,3,3,1769.4063128631592,1
1,1,6,0,1,4,5551.306801105484,1
1,1,6,0,4,5,3258.3302114222042,1
1,1,3,0,5,4,10912.413402481903,1
1,0,6,1,3,3,13022.004844365043,0
1,1,5,0,3,1,62714.37651660636,1
1,1,6,0,4,4,2234.943996315493,1
1,0,5,5,1,3,1375.5979669462536,0
1,1,4,0,4,4,282.6389923559734,1
1,1,6,0,3,3,0.0,1
1,1,6,0,2,1,1838.100396242454,1
1,0,4,3,2,1,1380.546232474668,0
1,1,4,0,5,3,2346.789523299153,1
1,0,4,4,3,3,3314.6443549798823,0
1,0,5,1,5,3,4642.238357373161,1
1,1,6,0,4,3,64477.26023335669,1
1,0,4,2,2,1,7478.769435319335,1
1,0,0,1,4,5,0.0,0
1,1,6,0,3,2,14271.754033754925,1
1,1,6,0,5,2,42893.26772661028,1
1,0,3,4,1,1,4650.5021234271035,1
1,1,6,0,4,3,34419.45937063316,0
1,1,6,0,1,3,3405.646747193059,1
1,1,6,0,5,3,25917.80320937714,1
1,0,4,2,1,1,1511.9243918485695,0
1,1,6,0,3,1,3864.3394994056443,0
1,1,6,0,1,1,3321.39081811621,1
1,1,6,0,4,2,14022.13776022282,0
1,0,4,3,1,1,2211.603400250596,1
1,0,3,2,4,4,8653.747604361939,1
1,1,6,0,3,3,25425.81951284953,1
1,1,6,0,3,3,1232.4526224835852,1
1,1,6,0,3,3,2162.8971003417305,1
1,1,0,0,2,3,18554.884801582575,1
1,1,6,0,4,3,10893.49868499556,1
1,1,5,0,5,2,2255.402284885485,1
1,0,5,1,3,3,3183.124795961771,1
1,0,6,6,2,4,2715.021209248036,0
1,0,5,1,3,3,30546.0925864504,1
1,1,6,0,2,5,3830.4589498735877,1
1,0,6,3,2,2,9490.386230285889,1
1,0,3,4,1,3,972.3308936090979,1
1,0,5,1,1,5,1726.1646116945703,1
1,0,0,1,3,2,0.0,1
1,1,4,0,1,4,21195.375839240656,1
1,1,6,0,1,2,1224.7351822605028,1
1,0,2,6,1,2,4224.608514406986,1
1,0,5,6,1,1,4229.0626857496445,1
1,1,6,0,1,4,9148.15945969461,1
1,1,5,0,1,4,0.0,0
1,1,2,0,4,4,749.1596403081701,1
0,0,5,1,5,5,6172.83388458386,1
1,0,5,1,5,2,3145.4575342865464,0
1,1,3,0,4,5,1373.879531351518,1
1,0,3,1,2,1,268.07959017177467,0
1,1,2,0,4,5,694.5506940941509,1
1,0,5,1,4,5,22211.91340474746,1
1,1,6,0,2,2,13393.155844186487,1
1,0,4,6,2,5,2520.273133346199,0
1,1,4,0,1,4,7546.35391209998,1
1,1,4,0,3,4,91441.10303523246,1
1,0,6,2,2,3,3864.299056750137,1
1,1,6,0,3,4,32215.923830718664,1
1,1,6,0,3,2,17768.15243912546,1
1,0,6,6,3,2,3052.392487869147,0
1,1,5,0,1,5,1811.8665973704208,1
1,0,2,2,4,1,949.514963898235,0
1,1,6,0,5,4,9632.88714768319,0
1,0,4,6,1,1,1749.5451980443374,0
1,1,6,0,4,4,10678.948930801507,1
1,1,4,0,1,3,18091.58869751355,1
1,0,5,1,3,4,18677.955770551194,1
1,1,6,0,4,2,9815.7378734357,1
1,1,6,0,5,4,496.9381249210006,0
